spelling,word
['puɾ.kɐ.ˈɾi.ɐ'],porcaria
['si.ˈɾuɾ.ʒi.ku'],cirúrgico
['pɾu.vi.ˈdẽ.si.ɐ'],providência
['mũ.ˈdjaɫ'],mundial
['lɐ.mẽ.ˈta.vɛɫ'],lamentável
['kõ.pɐɾ.ti.ˈʎaɾ'],compartilhar
['aw.di.ˈti.vu'],auditivo
['vɐ̃.ˈɡu.aɾ.dɐ'],vanguarda
['ĩ.flwẽ.ˈsjaɾ'],influenciar
['ˈtɾe.mɐ'],trema
['ẽ.ˈble.mɐ'],emblema
['ɐ.ˈpu.ɾu'],apuro
['aw.ˈdjẽ.si.ɐ'],audiência
['ʀɐ.ˈʎaɾ'],ralhar
['bɐ.ɾɐ.fuʃ.ˈtaɾ'],barafustar
['ʒu.ˈɡa.dɐ'],jogada
['ɐ.ˈtẽ.tu'],atento
['diʃ.ˈpẽ.sɐ'],dispensa
['i.vu.ˈlu.iɾ'],evoluir
['bɾɛ.vɨ.ˈmẽ.tɨ'],brevemente
['ʀɨ.ˈbɐ.ɲu'],rebanho
['ˈkɾi.ɐ'],cria
['kɐ.ˈʀɐj.ɾɐ'],carreira
['ˈbɾuʃ.ku'],brusco
['iʃ.kɐɾ.ˈla.tɨ'],escarlate
['vɨɾ.ˈsɐ̃w̃'],versão
['ʀɨ.ˈpuɫ.sɐ'],repulsa
['ˈva.ɡɐ'],vaga
['pɐ.ˈli.tu'],palito
['mɨ.ˈkɐ.ni.kɐ'],mecânica
['ʀɨ.zɨɾ.ˈva.du'],reservado
['ˈmɛ.tɾi.ku'],métrico
['ʒɛ.ɔ.ˈfi.zi.kɐ'],geofísica
['ˈtɾa.fi.ku'],tráfico
['tɨ.ʀu.ˈɾiʃ.tɐ'],terrorista
['i.vẽ.tu.aɫ.ˈmẽ.tɨ'],eventualmente
['ɐjʃ.tɨ.ˈnu.ɐ̃.tɨ'],extenuante
['dɨʃ.kõ.ˈtaɾ'],descontar
['ʀɨ.ˈkɾɐj.u'],recreio
['ˈfɾow.ʃu'],frouxo
['ˈpaw.tɐ'],pauta
['dɨ.si.ˈzi.vu'],decisivo
['ˈsɐj.ɲɐ'],senha
['põ.tɐ.ˈɾi.ɐ'],pontaria
['ˈdɛʃ.tɾu'],destro
['dɨ.tu.nɐ.ˈsɐ̃w̃'],detonação
['dɨ.ˈba.tɨ'],debate
['ɐjʃ.pɐ̃.ˈsɐ̃w̃'],expansão
['fũ.ʒi.ˈsi.dɐ'],fungicida
['pɛʃ.ti.ˈsi.dɐ'],pesticida
['ɐjʃ.si.ˈzɐ̃w̃'],excisão
['ɐ̃.pu.tɐ.ˈsɐ̃w̃'],amputação
['ɐ.bla.ˈsɐ̃w̃'],ablação
['mu.ti.lɐ.ˈsɐ̃w̃'],mutilação
['ˈaʃ.ku'],asco
['ˈno.ʒu'],nojo
['ˈnaw.zi.ɐ'],náusea
['ẽ.ˈʒo.u'],enjoo
['flaw.ˈtiʃ.tɐ'],flautista
['ʀa.ˈsiʃ.tɐ'],racista
['kɐɾ.tu.mɐ̃.ˈsi.ɐ'],cartomancia
['tɨɾ.mi.nɐ.ˈsɐ̃w̃'],terminação
['ʀɨ.ˈma.tɨ'],remate
['ɐ.ʀɨ.ˈme.su'],arremesso
['ˈʀu.ɡɐ'],ruga
['ẽ.vɨ.nɨ.nɐ.ˈmẽ.tu'],envenenamento
['sɛ.ksu.aɫ.ˈmẽ.tɨ'],sexualmente
['su.ˈʀi.zu'],sorriso
['vɐʃ.ku.ˈlaɾ'],vascular
['dɨ.ˈtɾi.tu'],detrito
['ɐ.ˈtɾi.tu'],atrito
['ʀɨ.ˈzi.dwu'],resíduo
['sɨ.di.ˈmẽ.tu'],sedimento
['tuɾ.ˈtu.o.zu'],tortuoso
['si.ˈnu.o.zu'],sinuoso
['pu.ˈlaɾ'],polar
['diʃ.pɨɾ.ˈsɐ̃w̃'],dispersão
['diʃ.pɨɾ.ˈsaɾ'],dispersar
['dɨ.bɐ̃.ˈda.dɐ'],debandada
['ˈfu.ɡɐ'],fuga
['ʀɨ.ti.ˈɾa.dɐ'],retirada
['si.bi.ˈlɐ̃.tɨ'],sibilante
['kɐ.ɾɐk.tɨ.ɾi.zɐ.ˈsɐ̃w̃'],caracterização
['kɐ.ɾɐk.tɨ.ɾi.ˈzaɾ'],caracterizar
['i.vi.ˈdẽ.si.ɐ'],evidência
['ɐ.ˈsu.dɨ'],açude
['tɐ.ˈkɐ.ɲu'],tacanho
['tuɾ.bu.ˈlẽ.tu'],turbulento
['i.ʀɨ.ˈki.ɛ.tu'],irrequieto
['ĩ.pɐ.ˈsjẽ.tɨ'],impaciente
['pɐ.ˈsjẽ.si.ɐ'],paciência
['pa.sɐ.ˈtẽ.pu'],passatempo
['ˈfɾɔ.tɐ'],frota
['ɐɾ.ˈma.dɐ'],armada
['ˈmaɫ.tɐ'],malta
['ˈmu.lɐ'],mula
['ni.ˈɲa.dɐ'],ninhada
['ˈtuɾ.mɐ'],turma
['ˈfa.dɐ'],fada
['ˈlu.pɐ'],lupa
['mi.kɾuʃ.ˈkɔ.pi.u'],microscópio
['pɾĩ.si.ˈpi.ɐ̃.tɨ'],principiante
['i.nɐjʃ.pɨ.ˈɾjẽ.tɨ'],inexperiente
['sẽ.ˈsa.tu'],sensato
['ku.bɨɾ.ˈtoɾ'],cobertor
['dɨ.ˈmɔ.ɾɐ'],demora
['i.muɾ.ˈtaɫ'],imortal
['ɡlu.ˈɾi.o.zu'],glorioso
['i.di.fi.ˈkaɾ'],edificar
['ɐ.ɛ.ɾɔ.ˈplɐ.nu'],aeroplano
['ɐ.ɛ.ɾɔʃ.ˈta.ti.kɐ'],aerostática
['ˈmi.o.lu'],miolo
['ɔ.ˈɾa.ku.lu'],oráculo
['ˈmaj.ɐ'],maia
['ĩ.kõʃ.ˈsjẽ.tɨ'],inconsciente
['iʃ.pɐ̃.ˈta.ʎu'],espantalho
['ˈʒi.ɛʃ.tɐ'],giesta
['sĩ.bu.li.ˈzaɾ'],simbolizar
['ʀɨ.bu.ˈlaɾ'],rebolar
['ʀɨ.ˈʒeɾ'],reger
['ʀiʃ.ˈkaɾ'],riscar
['dɨ.la.ˈtaɾ'],delatar
['dɨ.nũ.ˈsjaɾ'],denunciar
['sɐ.bu.ˈɾjaɾ'],saborear
['mɨ.mu.ɾi.ˈzaɾ'],memorizar
['ʀɨ.vi.ˈveɾ'],reviver
['ʀɨ.lẽ.ˈbɾaɾ'],relembrar
['ẽ.du.ɾɨ.ˈseɾ'],endurecer
['pɨɾ.pɛ.ˈtu.aɾ'],perpetuar
['i.tɨɾ.ni.ˈzaɾ'],eternizar
['pɾu.lõ.ˈɡaɾ'],prolongar
['i.muɾ.tɐ.li.ˈzaɾ'],imortalizar
['ʀɨ.ku.mɨ.ˈsaɾ'],recomeçar
['mɐʃ.kɐ.ˈɾaɾ'],mascarar
['pɾɨ.ku.ni.ˈzaɾ'],preconizar
['nɨ.sɨ.si.ˈtaɾ'],necessitar
['piʃ.ˈkaɾ'],piscar
['ʀɨʃ.ˈtaɾ'],restar
['ĩ.vɐ.li.ˈdaɾ'],invalidar
['kõ.ku.ˈʀeɾ'],concorrer
['dɨ.zɐ.ni.ˈmaɾ'],desanimar
['dɨ.zẽ.ku.ɾɐ.ˈʒaɾ'],desencorajar
['tɨʃ.tɨ.mu.ˈɲaɾ'],testemunhar
['pɾɨ.zẽ.ˈsjaɾ'],presenciar
['pɐ.ˈsjaɾ'],passear
['iʃ.tɐ̃.ˈpaɾ'],estampar
['du.ɾɐ.ˈdow.ɾu'],duradouro
['fɾi.ˈʒiɾ'],frigir
['zɐ̃.ˈɡaɾ'],zangar
['ĩ.pli.ˈkaɾ'],implicar
['i.mɐ.ɾɐ.ˈɲaɾ'],emaranhar
['ẽ.bi.ˈʀaɾ'],embirrar
['ʀɨ.ɡu.lɐ.mẽ.ˈtaɾ'],regulamentar
['tɾɐ.ˈvaɾ'],travar
['i.mu.si.u.ˈnaɾ'],emocionar
['ku.mu.ˈveɾ'],comover
['ẽ.tɨɾ.nɨ.ˈseɾ'],enternecer
['kõ.tɐ.mi.ˈnaɾ'],contaminar
['ʀɨ.fuɾ.ˈsaɾ'],reforçar
['ĩ.tẽ.sɨ.fi.ˈkaɾ'],intensificar
['i.du.ˈkaɾ'],educar
['tɾɐj.ˈnaɾ'],treinar
['i.zɨɾ.si.ˈtaɾ'],exercitar
['e.ki.vɐ.ˈleɾ'],equivaler
['ʀɨ.pow.ˈzaɾ'],repousar
['su.pɨ.ˈɾaɾ'],superar
['ɡaɫ.ˈɡaɾ'],galgar
['sɨ.lɨ.ˈbɾaɾ'],celebrar
['ẽ.kaj.ˈʃaɾ'],encaixar
['pɾɨ.fi.ɡu.ˈɾaɾ'],prefigurar
['nu.mɨ.ˈɾaɾ'],numerar
['ʀɨ.mu.ˈveɾ'],remover
['ʀɨ.voɫ.ˈveɾ'],revolver
['mɨ.ɾi.di.u.ˈnaɫ'],meridional
['lu.kɐ.li.zɐ.ˈsɐ̃w̃'],localização
['ɐ.ˈflwẽ.tɨ'],afluente
['ˈfɔʃ'],foz
['vu.ˈɾaʃ'],voraz
['ĩ.sɐ.ˈsja.vɛɫ'],insaciável
['ˈpwɐj.ɾɐ'],poeira
['ɐd.vɨɾ.ˈbjaɫ'],adverbial
['fɐɾ.ˈtaɾ'],fartar
['kõ.tẽ.ˈtaɾ'],contentar
['ab.sˈda.ɾi.u'],abecedário
['lɐ.ˈdɾaɾ'],ladrar
['lɐ.ˈti.du'],latido
['ɐ.ʀɨ.pẽ.di.ˈmẽ.tu'],arrependimento
['su.ˈse.ɡu'],sossego
['nɨɾ.vu.ˈziʒ.mu'],nervosismo
['pɾɨ.ˈtɛ.ɾi.tu'],pretérito
['ĩ.pɨɾ.ˈfɐj.tu'],imperfeito
['pɐ.ˈsa.dɐ'],passada
['ĩ.kõ.ˈplɛ.tu'],incompleto
['dɨ.fɐj.ˈtu.o.zu'],defeituoso
['i.ʀi.ˈta.vɛɫ'],irritável
['ĩ.pɐ.ˈsjẽ.si.ɐ'],impaciência
['pẽ.ˈdoɾ'],pendor
['vu.kɐ.ˈsɐ̃w̃'],vocação
['ku.ˈlɛ.ɾi.ku'],colérico
['i.za.lˈta.du'],exaltado
['dɨ.zɨʃ.ˈpe.ɾu'],desespero
['vɨɾ.ˈtẽ.tɨ'],vertente
['ˈkɔ.lɨ.ɾɐ'],cólera
['ĩ.di.ˈɡna.du'],indignado
['pɾu.ˈpẽ.su'],propenso
['fɨ.ˈʀɐj.ɲu'],ferrenho
['pɾu.muɫ.ˈɡaɾ'],promulgar
['ʀɨ.di.ˈmiɾ'],redimir
['kɐ.ti.ˈvɐj.ɾu'],cativeiro
['ʀɨ.ˈfɐ̃j̃'],refém
['pɨ.ˈɲoɾ'],penhor
['tɨʃ.tɨ.ˈmu.ɲu'],testemunho
['ʀɨʒ.ˈɡa.tɨ'],resgate
['ʀɨʒ.ɡɐ.ˈtaɾ'],resgatar
['saɫ.vɐ.ˈsɐ̃w̃'],salvação
['pɨ.ni.ˈtẽ.si.ɐ'],penitência
['kõ.fɨ.ˈsoɾ'],confessor
['kõ.fi.ˈsɐ̃w̃'],confissão
['kuɾ.ˈni.ʒɐ'],cornija
['kõ.ˈfɛ.su'],confesso
['ku.ˈli.nɐ'],colina
['ow.ˈtɐj.ɾu'],outeiro
['pɐ̃.ˈkɛ.kɐ'],panqueca
['tɾɐ̃ʃ.pi.ɾɐ.ˈsɐ̃w̃'],transpiração
['ˈkɾɛ.pɨ'],crepe
['kɐ.ɾɐ.ˈpu.sɐ'],carapuça
['iʃ.tɾu.ˈpja.du'],estropiado
['ẽ.ɡɐ.ˈna.du'],enganado
['kʷɐ.dɾɐ̃.ɡu.ˈlaɾ'],quadrangular
['fɐj.ˈʒu.a.dɐ'],feijoada
['dɨ.zi.lu.ˈzɐ̃w̃'],desilusão
['dɨ.zẽ.ˈɡɐ.nu'],desengano
['dɨ.zẽ.ɡɐ.ˈnaɾ'],desenganar
['ʀjaɫ.ˈmẽ.tɨ'],realmente
['kõ.tɾu.ˈvɛɾ.si.ɐ'],controvérsia
['kõ.tɨʃ.tɐ.ˈsɐ̃w̃'],contestação
['fɨɾ.tɨ.li.zɐ.ˈsɐ̃w̃'],fertilização
['kõ.ti.nu.i.ˈda.dɨ'],continuidade
['bɐ.ˈlɐ̃.su'],balanço
['su.lɐ.ˈvɐ̃.ku'],solavanco
['ɐ.bɐ.ˈnɐ̃w̃'],abanão
['sɐ.ku.di.ˈdɛ.lɐ'],sacudidela
['ˈʀa.zu'],raso
['i.fi.ˈsjẽ.tɨ'],eficiente
['i.fi.ˈkaʃ'],eficaz
['pɨɾ.siʃ.ˈtẽ.si.ɐ'],persistência
['pɨɾ.mɐ.ˈnẽ.si.ɐ'],permanência
['kõ.so.ˈnɐ̃.tɨ'],consonante
['kõ.su.ˈnɐ̃.si.ɐ'],consonância
['õ.ʀɐ.ˈdeʃ'],honradez
['ˈbɾi.u'],brio
['mɐ.ɾi.ˈʒwɐ.nɐ'],marijuana
['iʃ.tu.pɨ.fa.ˈsjẽ.tɨ'],estupefaciente
['tɾi.di.mẽ.si.u.ˈnaɫ'],tridimensional
['ku.ˈʀaɫ'],curral
['kõ.bɐ.ˈtẽ.tɨ'],combatente
['ˈbɔ.ksɨ'],boxe
['pu.ʒi.ˈliʒ.mu'],pugilismo
['ɛ.ˈli.tɨ'],elite
['ʃu.kɐ.ˈʀi.sɨ'],chocarrice
['ɡɾɐ.ˈsɐj.ʒu'],gracejo
['ˈʃiʃ.tɨ'],chiste
['kõ.sẽ.ti.ˈmẽ.tu'],consentimento
['kõ.ku.ˈʀẽ.si.ɐ'],concorrência
['ɐ.ˈflwẽ.si.ɐ'],afluência
['ẽ.ˈʃẽ.tɨ'],enchente
['i.nũ.dɐ.ˈsɐ̃w̃'],inundação
['ˈʃɐj.ɐ'],cheia
['ˈdja.lu.ɡu'],diálogo
['ˈɡɾa.dɨ'],grade
['bɐ.ˈlɐj.ɐ'],baleia
['pɾɨ.sɨ.ˈdẽ.si.ɐ'],precedência
['pɾɨ.sɨ.ˈdẽ.tɨ'],precedente
['ɐ̃.tɨ.sɨ.ˈdẽ.tɨ'],antecedente
['ɐ.pɾɨ.si.ɐ.ˈsɐ̃w̃'],apreciação
['sɐ.tiʃ.ˈfɐj.tu'],satisfeito
['mɐ.ˈɾɛ'],maré
['su.ˈbi.dɐ'],subida
['dɨʃ.ˈsi.dɐ'],descida
['ɔ.ɾjẽ.ˈtaɫ'],oriental
['ʀɨ.kuɾ.dɐ.ˈsɐ̃w̃'],recordação
['taɫ.ˈveʃ'],talvez
['puɾ.vẽ.ˈtu.ɾɐ'],porventura
['pu.si.vɛɫ.ˈmẽ.tɨ'],possivelmente
['pẽ.ˈdẽ.tɨ'],pendente
['ˈɡɾɛʃ'],grés
['dɨ.ˈzaʃ.tɾɨ'],desastre
['ˈaw.di.ɔ'],áudio
['sɐ.ˈtɛ.li.tɨ'],satélite
['iʃ.ˈfɾjaɾ'],esfriar
['siʃ.tɨ.mɐ.ti.zɐ.ˈsɐ̃w̃'],sistematização
['siʃ.tɨ.mɐ.ti.ˈzaɾ'],sistematizar
['lu.di.ˈbɾjaɾ'],ludibriar
['dɨ.ˈɡɾaw'],degrau
['ˈkʷe.vu'],coevo
['kʷe.ˈtɐ.ni.u'],coetâneo
['ˈlu.vɐ'],luva
['mɐɾ.ˈkɐ.sɐ.ɐ̃w̃'],marcação
['ˈlɛ.vɐ'],leva
['ʀɨ.kɾu.tɐ.ˈmẽ.tu'],recrutamento
['ʀɨ.kɾu.ˈtaɾ'],recrutar
['dɨ.pɾɨ.si.ɐ.ˈti.vu'],depreciativo
['dɨʒ.vɐ.lu.ɾi.zɐ.ˈsɐ̃w̃'],desvalorização
['ˈbaj.ʃɐ'],baixa
['ẽ.bɐ.ɾɐ.ˈso.zu'],embaraçoso
['kuʃ.ˈto.zu'],custoso
['fɨɾ.tɨ.li.ˈzɐ̃.tɨ'],fertilizante
['ɐ.ˈdu.bu'],adubo
['mɐ.ɾɐ.vi.ˈʎo.zu'],maravilhoso
['ɐd.mi.ˈɾa.vɛɫ'],admirável
['su.ˈpli.si.u'],suplício
['ɔɾ.dɨ.ˈna.du'],ordenado
['ku.ʀu.ˈzɐ̃w̃'],corrosão
['ku.ˈʀu.eɾ'],corroer
['kɐɾ.ˈko.mɐ'],carcoma
['di.si.pɐ.ˈsɐ̃w̃'],dissipação
['kɐ.ˈɾũ.ʃu'],caruncho
['pu.dɾi.ˈdɐ̃w̃'],podridão
['ˈpo.dɾɨ'],podre
['ɡɐʃ.tɐ.ˈdoɾ'],gastador
['fi.ˈljaɾ'],filiar
['ɔ.mi.ˈsɐ̃w̃'],omissão
['di.soɫ.ˈveɾ'],dissolver
['ˈʀu.bɾu'],rubro
['ˈpsi.kɨ'],psique
['sɨ.lɨ.bɾɐ.ˈsɐ̃w̃'],celebração
['ˈvɛʃ.tɨ'],veste
['du.ˈta.du'],dotado
['kɐ.vɐ.lɐ.ˈɾi.ɐ'],cavalaria
['ẽ.ˈkɐ̃.tu'],encanto
['iʃ.pɐ̃.ˈta.du'],espantado
['pɐɾ.ti.ku.lɐ.ɾi.ˈda.dɨ'],particularidade
['ʀɨ.ˈbẽ.tu'],rebento
['kɐ.ɾi.ˈɲo.zu'],carinhoso
['sɨɾ.ˈviɫ'],servil
['diʃ.pẽ.ˈsaɾ'],dispensar
['fɐj.ˈsɐ̃w̃'],feição
['ˈtɾɛ.vɐʃ'],trevas
['ɐ.ˈpeɾ.tu'],aperto
['pɐ.ˈtẽ.tɨ'],patente
['ʀɨ.pɾu.vɐ.ˈsɐ̃w̃'],reprovação
['ɐ.ɡɾɨ.ˈsi.vu'],agressivo
['ˈʀi.tu'],rito
['ɐ.dˈvɛɾ.su'],adverso
['si.ˈmẽ.tu'],cimento
['pɾi.vɐ.ˈsɐ̃w̃'],privação
['psi.ˈkja.tɾi.ku'],psiquiátrico
['ti.u.lu.ˈʒi.ɐ'],teologia
['kõ.pɾi.ˈmi.du'],comprimido
['ɐ.ˈna.fu.ɾɐ'],anáfora
['i.ˈpɛɾ.bu.lɨ'],hipérbole
['ɔ.pɨ.ˈɾaɾ'],operar
['pɐ.ɾɐ.ˈi.zu'],paraíso
['pɾi.ˈma.tɐ'],primata
['pɨɾ.ˈkuɾ.su'],percurso
['ɡu.vɨɾ.ˈnɐ̃.tɨ'],governante
['kɐ.mɐ.ˈɾa.dɐ'],camarada
['fuɾ.ˈmo.zu'],formoso
['ˈpi.ɐ'],pia
['mɐ.tɾi.ˈmɔ.ni.u'],matrimónio
['iʃ.ˈtɛ.ti.ku'],estético
['ɔ.fẽ.ˈsi.vu'],ofensivo
['di.ɾɛ.ˈtɔ.ɾi.u'],diretório
['ˈsu.bi.tu'],súbito
['mɔ.nɔ.tɐ.ˈiʃ.tɐ'],monoteísta
['ẽ.ˈte.ʀu'],enterro
['oj.ˈta.vɐ'],oitava
['diʃ.ˈfaɾ.sɨ'],disfarce
['kɐ.ˈla.du'],calado
['ˈdɛʃ.tɐ'],desta
['fi.ˈsɐ̃w̃'],fissão
['si.ˈzɐ̃w̃'],cisão
['nɐ.ˈmo.ɾu'],namoro
['pɐ.ˈla.tu'],palato
['ʒɨ.ˈaɾ'],gear
['sĩ.ˈta.sɨ'],sintaxe
['vu.ˈkaɫ'],vocal
['ɔ.bɾi.ɡɐ.ˈtɔ.ɾi.u'],obrigatório
['tuɾ.ˈna.du'],tornado
['kɾi.ˈtɛ.ɾi.u'],critério
['ˈpɔɫ.vu.ɾɐ'],pólvora
['pi.ɾi.ˈlɐ̃.pu'],pirilampo
['mi.ˈli.mɨ.tɾu'],milímetro
['ẽ.fɨɾ.mi.ˈda.dɨ'],enfermidade
['dɨʃ.tɨ.ˈmi.du'],destemido
['sĩ.ˈta.ti.ku'],sintático
['dɨ.zɔ.ku.ˈpa.du'],desocupado
['kõ.si.dɨ.ˈɾa.du'],considerado
['ʒɐˈk.tɐ̃.si.ɐ'],jactância
['bẽ.ˈdi.tu'],bendito
['ĩ.dɨ.tɨɾ.mi.ˈna.du'],indeterminado
['ɐd.mi.ˈɾa.du'],admirado
['ˈtɔ.ɾaks'],tórax
['ˈblɔ.ku'],bloco
['fu.ˈʎa.ʒɐ̃j̃'],folhagem
['dɛ.si.ˈmaɫ'],decimal
['ˈɡɐ.mɨ.tɐ'],gâmeta
['ku.lu.ˈɾi.du'],colorido
['i.ˈzẽ.tu'],isento
['ˈʃa.pɐ'],chapa
['ˈbaɾ.kɐ'],barca
['ˈlaɾ.ɡɐ'],larga
['di.zẽ.tɨ.ˈɾi.ɐ'],disenteria
['ĩ.tɨʃ.ti.ˈnaɫ'],intestinal
['ku.ɾɐ.ˈsõj̃ʃ'],corações
['plɐ.ˈnaɾ'],planar
['paj.ˈɾaɾ'],pairar
['ɐ.tɾɨ.vi.ˈmẽ.tu'],atrevimento
['aw.ˈda.si.ɐ'],audácia
['ɐ.ˈʀo.ʒu'],arrojo
['ɐ̃.ti.ˈtɛ.ti.ku'],antitético
['kuʃ.tu.ˈmaɾ'],costumar
['dɨ.zẽ.bɐ.ˈɾa.su'],desembaraço
['ɐ.ʒɨ.li.ˈda.dɨ'],agilidade
['pɐ.ɾɐ.ˈdɔ.ksu'],paradoxo
['vu.lu.ˈmo.zu'],volumoso
['dɨ.zẽ.voɫ.ˈtu.ɾɐ'],desenvoltura
['vi.vɐ.si.ˈda.dɨ'],vivacidade
['pɨ.tu.ˈlɐ̃.si.ɐ'],petulância
['dɨ.zɐ.ˈfo.ɡu'],desafogo
['ɐ.ˈli.vi.u'],alívio
['muʃ.ku.ˈlo.zu'],musculoso
['ʀɨ.vɨ.ˈɾẽ.si.ɐ'],reverência
['vɨ.nɨ.ɾɐ.ˈsɐ̃w̃'],veneração
['vɐ.sɐ.ˈla.ʒɐ̃j̃'],vassalagem
['iʃ.ˈti.mɐ'],estima
['kɐɾ.ˈbɔ.ni.ku'],carbónico
['mɨ.lɐ̃.ˈkɔ.li.ku'],melancólico
['pẽ.sɐ.ˈti.vu'],pensativo
['ɐ.pɾjẽ.ˈsi.vu'],apreensivo
['ˈsiʒ.mɐ'],cisma
['mɐ.ˈni.ɐ'],mania
['iʃ.tɾoj.ˈni.sɨ'],estroinice
['diʃ.pɐ.ˈɾa.tɨ'],disparate
['tu.ˈli.sɨ'],tolice
['iʃ.tu.pi.ˈdeʃ'],estupidez
['dɨ.vɐ.ˈnjaɾ'],devanear
['mɨ.di.ˈtaɾ'],meditar
['ĩ.ˈki.ɛ.tu'],inquieto
['so.bɾɨ.saɫ.ˈta.du'],sobressaltado
['suɾ.pɾjẽ.ˈdi.du'],surpreendido
['ɐ.pɐ.ˈɲa.du'],apanhado
['tu.ˈma.du'],tomado
['ĩ.pɾu.ˈvi.zu'],improviso
['flɐ.ˈɡɾɐ̃.tɨ'],flagrante
['ʒuɫ.ˈɡa.du'],julgado
['pɾu.i.ˈbi.du'],proibido
['ˈɡa.ʀɐ'],garra
['dɨ.sɨ.ˈdi.du'],decidido
['ʀɨ.zu.ˈlu.tu'],resoluto
['pẽ.ˈsa.du'],pensado
['ɡɾu.ˈdaɾ'],grudar
['ˈlɔ.bu.lu'],lóbulo
['ˈfɐj.ʃɨ'],feixe
['siɾ.kũʃ.ˈpɛk.tu'],circunspecto
['ku.ɾɐ.ˈti.vu'],curativo
['dɨ.zu.ˈniɾ'],desunir
['dɨʒ.mẽ.ˈbɾaɾ'],desmembrar
['dɨʒ.mɐ̃.ˈʃaɾ'],desmanchar
['ɐ.vu.lu.ˈmaɾ'],avolumar
['ɐ.vuɫ.ˈtaɾ'],avultar
['ɐ.zu.ɾɐ.ˈtaɾ'],azoratar
['ĩ.kõ.vɨ.ˈnjẽ.tɨ'],inconveniente
['ʀɨ.ˈsi.bu'],recibo
['nɐ.ʀɐ.ˈti.vu'],narrativo
['ˈpɾɔ.di.ɡu'],pródigo
['ɐɾ.ˈti.fi.sɨ'],artífice
['ˈsuɾ.tu'],surto
['ˈma.kɐ'],maca
['ɐ.ˈʀaj.ɐ'],arraia
['ˈpɾẽ.sɐ'],prensa
['ˈbɔɾ.du'],bordo
['kõʃ.ti.pɐ.ˈsɐ̃w̃'],constipação
['ˈɡɾa.vi.dɐ'],grávida
['kõ.ku.ˈbi.nɐ'],concubina
['ˈbu.fɐ.lu'],búfalo
['ˈsa.kɐ'],saca
['ˈkoɾ.vu'],corvo
['iʃ.pĩ.ˈɡaɾ.dɐ'],espingarda
['ˈdi.nɐ.mu'],dínamo
['sɨ.ˈlĩ'],selim
['tɾu.ˈvɐ̃w̃'],trovão
['bu.ˈlɔɾ'],bolor
['ˈmo.fu'],mofo
['klu.ˈɾɔ.zə'],clorose
['ɡɐ.fɐ.ˈɲo.tu'],gafanhoto
['pi.ˈlɐ̃w̃'],pilão
['uɾ.ˈbɐ.nu'],urbano
['ˈse.ɾɐ'],cera
['ˈlẽ.di.ɐ'],lêndea
['ˈpɾĩ.sɨ.pɨ'],príncipe
['ˈsɛ.bɨ'],sebe
['ɔɾ.ˈva.ʎu'],orvalho
['ˈɡaɾ.sɐ'],garça
['ti.ˈʒɛ.lɐ'],tigela
['tɨ.ɾɐ.ˈpi.ɐ'],terapia
['pɐɾ.ˈdaɫ'],pardal
['ẽ.ˈʃu.tu'],enxuto
['sɐ̃.ɡɨ.ˈsu.ɡɐ'],sanguessuga
['su.nu.ˈlẽ.tu'],sonolento
['ˈsɐj.ʎɐ'],celha
['kuj.dɐ.ˈdo.zu'],cuidadoso
['ˈsaɾ.nɐ'],sarna
['su.lu.ˈsaɾ'],soluçar
['ˈʀõ.bu'],rombo
['ɐ.ʀu.ˈzaɫ'],arrozal
['pɨɾ.sɨ.ˈvɐj.ʒu'],percevejo
['ʒẽ.ˈʒi.vɐ'],gengiva
['ˈflɛ.ʃɐ'],flecha
['tɾu.ˈka.du'],trocado
['dɨʒ.ˈdi.tɐ'],desdita
['ˈsɛ.tɐ'],seta
['iʃ.kuɾ.ˈpi.ɐ̃w̃'],escorpião
['fu.ˈli.ʒɐ̃j̃'],fuligem
['ku.ˈʎɐj.tɐ'],colheita
['nɐ.tu.ɾɐ.li.ˈda.dɨ'],naturalidade
['fɐ.ˈɾĩ.ʒɨ'],faringe
['ʀɨ.mɨ.ˈteɾ'],remeter
['ˈɔʒ.ɡɐ'],osga
['ˈti.pi.ku'],típico
['kõ.ʒɨ.ˈlaɾ'],congelar
['vẽ.ˈtaɾ'],ventar
['ˈkɐ̃j̃.bɾɐ'],cãibra
['ɐˈb.ʒɛ.tu'],abjeto
['kɐ.ʎɨ.ˈtẽ.sɨ'],calhetense
['kɨ.ˈʒɐ̃.du'],quejando
['ˈmi.u.duʃ'],miúdos
['vɨ.ˈlaɾ'],velar
['pɾɨ.ˈmi.sɐ'],premissa
['ʀɐ.ˈtɐj.u'],rateio
['bɨ.nɨ.fi.ˈsjaɾ'],beneficiar
['pu.ˈli.du'],polido
['luʃ.ˈtɾo.zu'],lustroso
['pɾɨ.tẽ.ˈsi.o.zu'],pretensioso
['ẽ.ɡu.ˈmaɾ'],engomar
['kuɾ.ˈteʃ'],cortês
['ɐ.ˈma.vɛɫ'],amável
['pɾu.du.ti.vi.ˈda.dɨ'],produtividade
['ˈtɔ.sɨ'],tosse
['vɨ.ˈla.du'],velado
['ˈvɛw'],véu
['ẽ.ku.ˈbɛɾ.tu'],encoberto
['vi.ˈʒi.li.ɐ'],vigília
['ˈsoɫ.tu'],solto
['vɐ.li.ˈda.dɨ'],validade
['ĩ.du.mẽ.ˈta.ɾi.ɐ'],indumentária
['mɨ.ˈdu.lɐ'],medula
