SriLanka_creole,phonetic_transcription,Portuguese_definition,English_definition,pos,Related_languages,pt_related annotations,sources,original_full_entry,original_Portuguese_definition,original_linguistic_notes,page
Hojo,od̠ʒo,hoje,today,adverb,,,,"Hojo, hôjoe, hoje. V. ouo.",hoje,,157.0
hôjoe,oːd̠ʒoe,hoje,today,adverb,,,,"Hojo, hôjoe, hoje. V. ouo.",hoje,,157.0
Hómbra,oːmbɾa,ombro,shoulder,noun,,,,"Hómbra, hombro. Cfr. olha.",hombro,,157.0
Home,ome,homem,man,noun,Macao creole,Dialectal Portuguese,,"Home, homi, homem. Dial. mac. — Port. Dialetal Portuguese.",homem,,157.0
homi,omi,homem,man,noun,Macao creole,Dialectal Portuguese,,"Home, homi, homem. Dial. mac. — Port. Dialetal Portuguese.",homem,,157.0
Homicido,omisido,homicídio,homicide,noun,,,,"Homicido, homicídio. Mais us. matança, matacão.",homicídio,,157.0
Honeste,oneste,honesto,honest,adjective,,,,"Honeste, honesto. Honestamente, honestamente.",honesto,,157.0
Honestemente,onestemente,honestamente,honestly,adverb,,,,,honestamente,,
Honourado,onouɾado,honrado,honored,adjective,English,,Istori de San Clear,"Honourado, honerado (5. C), honrado. —Ingl. honoured.",honrado,,157.0
honerado,oneɾado,honrado,honored,adjective,English,,Istori de San Clear,"Honourado, honerado (5. C), honrado. —Ingl. honoured.",honrado,,157.0
Honoravel,onoɾaʋel,"honrado, nobre",honourable,adjective,English,,,"Honoravel, honrado, nobre. — Ingl. honourable.","honrado, nobre",,157.0
Hortè,oɾteː,horta,vegetable garden,noun,,,,"Hortè, horta. Hortalão, hortolão, hortelão.",horta,,157.0
Hortalão,oɾtalaːo,hortelão,hortelão,noun,,,,,hortelão,,
hortolão,oɾtolaːo,hortelão,hortelão,noun,,,,,hortelão,,
Huã,uaː,huma,one,,,Old Portuguese,,"Huã (A^. r.), huma. —Port. arch.",huma,,157.0
Húmè,uːmeː,huma,one,,,,Istori de San Clear,"Húmè (S. C), huma.",huma,,157.0
Humildo,umildo,humilde,humble,noun,,,,"Humildo, humilde. Humil-deza, humildade. Cfr. bastanto, restanto.",humilde,,157.0
Humildeza,umildeza,humildade,humility,noun,,,,,humildade,,
Humiliação,umiliasaːo,humilhação,humiliation,noun,,,,"Humiliaçâo, humilhação.",humilhação,,157.0
Hypocritico,jpokɾitiko,hipócrita,hypocrite,adjective,,,,"Hypocritico, adj. {Br. 2), hypocrita.",hipócrita,,158.0
Aiç,ais,gelo,ice,noun,English,,,Ice (pron. aiç)gelo. — Ingl.,gelo,,158.0
Idade,idade,"idade, idoso","age, old",noun,,,,"Idade, idade; idoso.","idade, idoso",,158.0
Idóla,idoːla,Ídolo,idol,noun,,,Novo testamento,"Idóla, Ídolo. Idolateiro, idoloteiro [N. T. de i852), idolatra.",Ídolo,,158.0
Idolateiro,idolateiɾo,idólatra,idolater,noun,,,,,idólatra,,
idoloteiro,idoloteiɾo,idólatra,idolater,noun,,,,,idólatra,,
Ilharga-ferido,iʎaɾga feɾido,ferido na ilharga,injured in the side,adjective,,,,"Ilharga-ferido, ferido na ilharga.",ferido na ilharga,,158.0
Ilya,ilʲa,ilha,island,noun,,,,"Ilja, ilha (t. us.).",ilha,,158.0
Ilyarga,ilʲaɾga,ilharga,flank,noun,,,,"Iljarga, ilharga.",ilharga,,158.0
Imajo,imad̠ʒo,imagem,image,noun,,,,"Imajo, imagem. Cfr. corajo, passajo, viajo.",imagem,,158.0
Immudança,imudansa,"falta de mudança, imutabilidade","lack of change, immutability",noun,,,,"Immudança, falta de mudança; immutabilidade.","falta de mudança, immutabilidade",,158.0
Impioso,impiozo,ímpio,wicked,noun,,,,"Impioso, Ímpio. Cfr. ale-groso, varioso.",Ímpio,,158.0
Importado,impoɾtado,importante,important,adjective,,,,"Importado, importante. Cfr. contentado, alegrado. Impor-tadomente, com importância, insistentemente, diligentemente.",importante,,158.0
Importança,impoɾtansa,importância,importance,noun,,,,"Importança,  importância.",importância,,158.0
Importadomente,impoɾtadomente,"com importância, insistentemente, diligentemente","importantly, insistently, diligently",adverb,,,,,"com importância, insistentemente, diligentemente",,
Impressà,impɾesaː,imprimir,print,verb,English,,,"Impressa, imprimir. Impressado, impresso. Impres-sador, impressor. — De impressão ou do ingl. to impress.",imprimir,,158.0
Impressado,impɾesado,impresso,printed,noun,,,,,impresso,,
Impressador,impɾesadoɾ,impressor,printer,noun,,,,,impressor,,
Impuridade,impuɾidade,impureza,impurity,noun,,,,"Impuridade, impureza. Cfr. puridade.",impureza,,158.0
Incensà,insensaː,incensar,incense,verb,,,,"Incensa. V. encenso. Incen-seiro, incenséro, incensário.",incensar,,158.0
Incenseiro,insenseiɾo,incensário,censer,noun,,,,,incensário,,
incenséro,insenseːɾo,incensário,censer,noun,,,,,incensário,,
Incredivel,inkɾediʋel,incrível,incredible,adjective,English,,,"Inoredivel, incrível. — Infl. do ingl. incredible?",incrível,,158.0
Indè,indeː,inda,still,adverb,,,,"Indè, inda.",inda,,158.0
Indulgéncè,induld̠ʒeːnseː,indulgência,indulgence,noun,,,,"Indulgéncè, indulgência.",indulgência,,158.0
Ingratidade,ingɾatidade,ingratidão,ingratitude,noun,,,,"Ingratidade {C. yl.), ingratidão.",ingratidão,,158.0
Inimingo,inimingo,inimigo,enemy,noun,,,,"Inimingo, inemlngo, inimigo.",inimigo,,158.0
inemingo,inemingo,inimigo,enemy,noun,,,,"Inimingo, inemlngo, inimigo.",inimigo,,158.0
Inexpressavel,ineʃpɾesaʋel,"inexprimível, inefável","inexpressible, ineffable",adjective,,,,"Inexpressavel, inexprimível, ínefFavel.","inexprimível, ínefável",,158.0
Infruitoso,infɾuitozo,infrutífero,fruitless,adjective,,,,"Infruitoso, ínfructifero. T. desfruitoso. — De fruitoso.",ínfructifero,,158.0
Ingres,ingɾes,inglês,english,noun,Capeverdean creole,Old Portuguese,,"Ingres, English. Dial. cab. — Port. arch.",English,,158.0
Inimizade,inimizade,"inimizade, inimigo","enmity, enemy",noun,,,,"Inimizade, inimizade; inimigo. Cfr. amizade.","inimizade, inimigo",,158.0
Injoelho,ind̠ʒoeʎo,joelho,knee,noun,,,,"Injoelho, injivelho, inje-vejo, injivejo, joelho. Injoelhos {adv.)^ em joelhos, ajoelhado.— De em-{-joelho. Cfr. impe.",joelho,,158.0
injivelho,ind̠ʒiʋeʎo,joelho,knee,noun,,,,"Injoelho, injivelho, inje-vejo, injivejo, joelho. Injoelhos {adv.)^ em joelhos, ajoelhado.— De em-{-joelho. Cfr. impe.",joelho,,158.0
injevejo,ind̠ʒeʋed̠ʒo,joelho,knee,noun,,,,"Injoelho, injivelho, inje-vejo, injivejo, joelho. Injoelhos {adv.)^ em joelhos, ajoelhado.— De em-{-joelho. Cfr. impe.",joelho,,158.0
injivejo,ind̠ʒiʋed̠ʒo,joelho,knee,noun,,,,"Injoelho, injivelho, inje-vejo, injivejo, joelho. Injoelhos {adv.)^ em joelhos, ajoelhado.— De em-{-joelho. Cfr. impe.",joelho,,158.0
Insincero,insinseɾo,"falto de sinceridade, fingido",fake,noun,,,,"Insincero, falto de sinceridade, fingido. Cfr. deslimpo.","falto de sinceridade, fingido",,158.0
Institutà,institutaː,instituir,institute,verb,English,,,"Institutà, instituir. — Ingl. to institute.",instituir,,158.0
Instruição,instɾuisaːo,instrução,instruction,noun,,Old Portuguese,,"Instruição, ínstrucção. — Port. arch.",ínstrucção,,158.0
Inténcia,inteːnsia,intenção,intention,noun,,Old Portuguese,,"Inténcia, inténci, intenção: T. entenda. — Port. arch. = demanda, pleito.",intenção,,158.0
inténci,inteːnsi,intenção,intention,noun,,Old Portuguese,,"Inténcia, inténci, intenção: T. entenda. — Port. arch. = demanda, pleito.",intenção,,158.0
Intercessà,inteɾsesaː,interceder,intercede,verb,,,,"Intercessà, interceder.—De intercessão.",interceder,,158.0
Intergridade,inteɾgɾidade,integridade,integrity,noun,,,,"Intergridade {Br. i), integridade.",integridade,,158.0
Internal,inteɾnal,interno,internal,adjective,English,,,"Internai, interno. Cfr. eternal. — Ingl.",interno,,158.0
Intrudição,intɾudisaːo,introdução,introduction,noun,,,,"Intmdição, introducção.",introducção,,159.0
Inveijo,inʋeid̠ʒo,inveja,envy,noun,,,,Inveijo. V. ENVEijo.,inveja,,159.0
Iremão,iɾemaːo,irmão,brother,noun,,,,"Iremão (p. us.), irmão. Cfr. caravão, oravai.",irmão,pouco usado,159.0
Irès,iɾeːs,iras,wrath,noun,,,,"Ires, iras (t. us.).",iras,,159.0
Irmana,iɾmana,irmã,sister,noun,,,,"Irmana, irmã. Cfr. confina.",irmã,,159.0
Iscóchi,iskoːt̠ʃi,"guia, batedor","guide, scout",noun,English,,,"Iscóchi, guia, batedor. — Ingl. scoiit.","guia, batedor",,159.0
Ispirito,ispiɾito,espírito,spirit,noun,,,,,espírito,,
Istôri,istoːɾi,história,story,noun,,,,,história,,
Jà,d̠ʒaː,já,already,adverb,Macao creole,"All Portuguese-based creoles of India, Diu creole, Daman creole",,"Jà, já. Partic, do pret. perf. Comm. Dial. mac. Dial. nort. ás vezes y»'.",já,,159.0
Jadàwe,d̠ʒadaːʋe,deu,it gave,verb,,,Istori de Rey de Gris,"Jadàwe {R. de G.), deu.",deu,,159.0
Jagra,d̠ʒagɾa,açúcar bruto,raw sugar,verb,Konkani,All Portuguese-based creoles of India,,"Jagra, «jagra», assucar bruto. «E a este [assucar de palmeira] se chama na índia iagra». Ethiop. Or. Comm.T. em indo-ingl- U^ggeryjagryjagghe-T. j^ggory). — Prak. TnWí^ ou ^llGíiJ [sâkar ou sâkar)^ etc, sansk. ^RnTT (sarkarâ).",assucar bruto,,159.0
Jam,d̠ʒam,conserva de frutas,fruit preserve,noun,English,,,"Jam, conserva de fructas.— Ingl.",conserva de fructas,,159.0
January,d̠ʒanuaɾi,janeiro,january,noun,English,,,"January, janeiro. — Ingl.",janeiro,,159.0
Jar,d̠ʒaɾ,jarda,yard,noun,,,,"Jar {Br. 2), jarda.",jarda,,159.0
Jarès,d̠ʒaɾeːs,jarros,jars,noun,,,,"Jarès, jarros.",jarros,,159.0
Jàsper,d̠ʒaːspeɾ,jaspe,jasper,noun,,,,"Jàsper, jaspe. Jásper-mar, mar de jaspe.",jaspe,,159.0
Jásper-mar,d̠ʒaːspeɾ maɾ,mar de jaspe,jasper sea,noun,,,,,mar de jaspe,,
Javi,d̠ʒaʋi,veio,he came,verb,,,,"Javi, javitem, veiu.",veiu,,159.0
javitem,d̠ʒaʋitem,veio,he came,verb,,,,"Javi, javitem, veiu.",veiu,,159.0
Javiran,d̠ʒaʋiɾan,vieram,they came,verb,,,,"Javiran (poet.), vieram.",vieram,poético,159.0
Jin,d̠ʒin,"genebra, licor","gin, liqueur",noun,English,,,"Jin (pr. ;;ji), genebra. — Ingl.","genebra, licor",,159.0
Jinjúa,d̠ʒind̠ʒuːa,jejum,fasting,noun,Macao creole,,,"Jinjúa, jinúa (p. us.),jinju-nação, jejum. Jinjuà, jejuar. Jinjum: dial. mac.",jejum,pouco usado,159.0
jinúa,d̠ʒinuːa,jejum,fasting,noun,Macao creole,,,"Jinjúa, jinúa (p. us.),jinju-nação, jejum. Jinjuà, jejuar. Jinjum: dial. mac.",jejum,pouco usado,159.0
jinjunação,d̠ʒind̠ʒunasaːo,jejum,fasting,noun,Macao creole,,,"Jinjúa, jinúa (p. us.),jinju-nação, jejum. Jinjuà, jejuar. Jinjum: dial. mac.",jejum,pouco usado,159.0
Jinjuá,d̠ʒind̠ʒuaː,jejuar,fast,verb,,,,,jejuar,,
Jornado,d̠ʒoɾnado,jornada,journey,noun,,,,"Jomado, jornada.",jornada,,159.0
Jubilee,d̠ʒubilee,jubileu,jubilee,noun,English,,,"Jubilee, jubileu. — Ingl.",jubileu,,159.0
Judá,d̠ʒudaː,ajuda,help,noun,Macao creole,,,"Judá, judè, judança, ajuda. Judá, judai (poet.), ajudar. Judador, judedor, ajudador; cooperador. Judá: dial. mac.",ajuda,,159.0
judè,d̠ʒudeː,ajuda,help,noun,Macao creole,,,"Judá, judè, judança, ajuda. Judá, judai (poet.), ajudar. Judador, judedor, ajudador; cooperador. Judá: dial. mac.",ajuda,,159.0
judança,d̠ʒudansa,ajuda,help,noun,Macao creole,,,"Judá, judè, judança, ajuda. Judá, judai (poet.), ajudar. Judador, judedor, ajudador; cooperador. Judá: dial. mac.",ajuda,,159.0
Judá,d̠ʒudaː,ajudar,help,verb,,,,,ajudar,poético,
judai,d̠ʒudai,ajudar,help,verb,,,,,ajudar,poético,
Judador,d̠ʒudadoɾ,"ajudador, cooperador","helper, cooperator",noun,,,,,"ajudador, cooperador",,
judedor,d̠ʒudedoɾ,"ajudador, cooperador","helper, cooperator",noun,,,,,"ajudador, cooperador",,
Jadj,d̠ʒad̠ʒ,juiz,judge,noun,English,,,Judge (pron. jadj)juiz. — Ingl.,juiz,,159.0
Jufrau,d̠ʒufɾau,"mulher, dama","woman, lady",noun,Dutch,,,"Jufrau, mulher, dama. — Holl.yH/vroi/)i'.","mulher, dama",,159.0
Julgação,d̠ʒulgasaːo,"julgamento, juízo",judgment,noun,,,,"Julgação, julgamento, juizo.","julgamento, juizo",,159.0
Julgador,d̠ʒulgadoɾ,juiz,judge,noun,,,,"Julgador, juiz. — De julga.",juiz,,159.0
Julai,d̠ʒulai,julho,july,noun,English,,,"July (pron. julai), julho. — Ingl.",julho,,159.0
Jumbà,d̠ʒumbaː,zombar,mock,verb,,,,"Jumbà, zombar. Jumbador, zombador. T. :^umbá.",zombar,,159.0
Jumbador,d̠ʒumbadoɾ,zombador,mocker,noun,,,,,zombador,,
Jiun,d̠ʒiun,junho,june,noun,English,,,"June (pron.jmn), junho.",junho,,159.0
Juntação,d̠ʒuntasaːo,ajuntamento,gathering,noun,,,,"Juntaçâo, ajuntamento.",ajuntamento,,159.0
Juntado,d̠ʒuntado,"por junto, juntamente",together,adverb,Macao creole,,,"Juntado, por junto, juntamente. Dial. mac. Juntado-ro-gos, orações communs.","por junto, juntamente",,159.0
Junto-herdeiro,d̠ʒunto eɾdeiɾo,co-herdeiro,co-heir,noun,,,,"Jiinto-herdeiro, coherdeiro. Junto-obrador, cooperador; cúmplice. Jiinto-peditóris, peditórios communs. Junto-ser-vidor, collega no serviço.",coherdeiro,,160.0
Junto-obrador,d̠ʒunto obɾadoɾ,"cooperador, cúmplice","cooperator, accomplice",noun,,,,,cooperador, cúmplice,
Junto-peditóris,d̠ʒunto peditoːɾis,peditórios comuns,common fund-raising,noun,,,,,peditórios comuns,,
Junto-servidor,d̠ʒunto seɾʋidoɾ,colega,colleague,noun,,,,,colega,,
Jurar,d̠ʒuɾaɾ,jurado,juror,noun,English,,,"Jurar, jurado. — Infl. do ingl. juror.",jurado,,160.0
Justá,d̠ʒustaː,ajustar,adjust,verb,,,,"Justa, ajustar. Justado, ajustado, adaptado. Justa-mento, ajustamento.",ajustar,,160.0
Justado,d̠ʒustado,"ajustado, adaptado","adjusted, adapted",adjective,,,,,"ajustado, adaptado",,
Justamento,d̠ʒustamento,ajustamento,fitting,noun,,,,,ajustamento,,
Justicia,d̠ʒustisia,justiça,justice,noun,,,,"Justicia, justiça. Cfr. diffe-rencia, presencia.",justiça,,160.0
Justo,d̠ʒusto,"justamente, exatamente","just, exactly",adverb,,,,"Justo {adv.)^ justamente, exactamente.","justamente, exactamente",,160.0
Kokeira,kokeiɾa,coqueiro,coconut tree,noun,,,,"Kokeira, coqueiro.",coqueiro,,160.0
Labóra,laboːɾa,labor,labor,noun,,,,"Labora (C. A.), labor.",labor,,160.0
Lacerdo,laseɾdo,"lacerado, aleijado","lacerated, crippled",adjective,,,,"Lacerdo, lacerado, aleijado.","lacerado, aleijado",,160.0
Lacrá,lakɾaː,"lacrau, escorpião",scorpion,noun,,,,"Lacra, lacrau, escorpião.","lacrau, escorpião",,160.0
Laderan,ladeɾan,ladrão,thief,noun,,,,"Laderan, ladrão (t. us.). Cfr. iremão.",ladrão,,160.0
Ladinha,ladiɲa,ladainha,litany,noun,,,,"Ladinha, ladainha.",ladainha,,160.0
Ladroviça,ladɾoʋisa,ladroíce,rip-off,noun,,,,"Ladroviça, ladraviça, la-dravicè, ladrivicè, ladervi-sa, ladroice.",ladroice,,160.0
ladraviça,ladɾaʋisa,ladroíce,rip-off,noun,,,,"Ladroviça, ladraviça, la-dravicè, ladrivicè, ladervi-sa, ladroice.",ladroice,,160.0
ladravicè,ladɾaʋiseː,ladroíce,rip-off,noun,,,,"Ladroviça, ladraviça, la-dravicè, ladrivicè, ladervi-sa, ladroice.",ladroice,,160.0
ladrivicè,ladɾiʋiseː,ladroíce,rip-off,noun,,,,"Ladroviça, ladraviça, la-dravicè, ladrivicè, ladervi-sa, ladroice.",ladroice,,160.0
ladervisa,ladeɾʋiza,ladroíce,rip-off,noun,,,,"Ladroviça, ladraviça, la-dravicè, ladrivicè, ladervi-sa, ladroice.",ladroice,,160.0
Lagárè,lagaːɾeː,lugar,place,noun,,,,Lagárè (p. us.). V. lugára.,lugar,pouco usado,160.0
Lágri,laːgɾi,lágrima,tear,noun,"Macao creole, Mangalor creole",,,"Lágri, lágir (^m), lagrima. Lágri: dial. mangmac. La-gre: dial. de Mahé.",lagrima,,160.0
láguir,laːgiɾ,lágrima,tear,noun,"Macao creole, Mangalor creole",,,"Lágri, lágir (^m), lagrima. Lágri: dial. mangmac. La-gre: dial. de Mahé.",lagrima,,160.0
Lambrança,lambɾansa,lembrança,remembrance,noun,,,,"Lambrança, lembrança.",lembrança,,160.0
Lemp,lemp,lâmpada,lamp,noun,English,,,"Lamp (pron. lemp), lâmpada.— Ingl.",lâmpada,,160.0
Lampo,lampo,lâmpada,lamp,noun,,"Diu creole, Daman creole",,"Lampo, lâmpada. Lampa: .dial. nort.",lâmpada,,160.0
Lantá,lantaː,levantar,raise,verb,Santome,,,"Lantá, levantar (p. us.). Dial. S. Thomé.",levantar,pouco usado,160.0
Lanterno,lanteɾno,lanterna,lamp,noun,,,,"Lantemo, lanterna.",lanterna,,160.0
Lão,laːo,lã,wool,noun,,Dialectal Portuguese Minho,,"Lao, lã. Cfr. manháo. — Dialetal Portuguese. no Minho.",lã,,160.0
Lapiá,lapiaː,"lapidar, apedrejar",stone,verb,,,,"Lapiá, lapidar, apedrejar. Mais us. pedriá.","lapidar, apedrejar",,160.0
Lasta,lasta,último,last,adjective,English,,,"Lasta, lastè, ultimo (de-sus.). Em laste, ne laste, emfim. Lastemente, ultimamente.— Ingl. last, at last.",ultimo,,160.0
lastè,lasteː,último,last,adjective,English,,,"Lasta, lastè, ultimo (de-sus.). Em laste, ne laste, emfim. Lastemente, ultimamente.— Ingl. last, at last.",ultimo,,160.0
Lastimo,lastimo,lástima,regret,noun,,,,"Lastimo, lastima.",lastima,,160.0
Lastro,lastɾo,laço,bow,noun,,,,"Lastro, lástor {Br. r), laço. Cfr. pastro e port. nastro, mastro, estrella.",laço,,160.0
lástor,laːstoɾ,laço,bow,noun,,,,"Lastro, lástor {Br. r), laço. Cfr. pastro e port. nastro, mastro, estrella.",laço,,160.0
Laviação,laʋiasaːo,adulação,flattery,noun,Dutch,,,"Laviação, adulação. — Do holl. vleijirij?",adulação,,160.0
Lavração,laʋɾasaːo,lavoira,farmhouse,noun,,,,"Lavração, cuidação.",lavoira,,160.0
Lé,leː,lei,law,noun,,,,"Lé {Br. 2), lei.",lei,,160.0
Lego,lego,légua,league,noun,,,,"Lego, leagou (p. us gua. — Cfr. lingo, ago.",légua,pouco usado,160.0
leagou,leagou,légua,league,noun,,,,"Lego, leagou (p. us gua. — Cfr. lingo, ago.",légua,pouco usado,160.0
Legislatà,led̠ʒizlataː,legislar,legislate,verb,English,,,"Legislatà, legislar. — Ingl. to legislate.",legislar,,160.0
Lei,lei,como,as,conjunction,,,,"Lei {adv.)^ como. — De laia. Mais us. em compostos: assilei, quelei.",como,,160.0
Leido,leido,lido,read,adjective,,,,"Leido {Br. i), lido.",lido,,160.0
Lejado,led̠ʒado,aleijado,hurted,adjective,,,,"Lejado, aleijado.",aleijado,,160.0
Lembrá,lembɾaː,"lembrar, pensar","remember, think",verb,,All Portuguese-based creoles of India,,"Lembra, lembrar (mais us. alambrá)\ pensar (desus.), reflectir; parecer. Lembrança, lembrancè, lembrança; pensamento (p. us.), ideia. Comm.","lembrar, pensar",pouco usado,160.0
Léper,leːpeɾ,lepra,leprosy,noun,,,,"Léper, leprosa (C A.)lepra. Cfr. sómber, conter.",lepra,,161.0
leprosa,lepɾoza,lepra,leprosy,noun,,,,"Léper, leprosa (C A.)lepra. Cfr. sómber, conter.",lepra,,161.0
Lés,leːs,ler,read,verb,,,,"Lés, lez, leis, (p. us.), ler. s ou s[ por excepção.",ler,pouco usado,161.0
lez,les,ler,read,verb,,,,"Lés, lez, leis, (p. us.), ler. s ou s[ por excepção.",ler,pouco usado,161.0
leis,leis,ler,read,verb,,,,"Lés, lez, leis, (p. us.), ler. s ou s[ por excepção.",ler,pouco usado,161.0
Lés,leːs,lição,﻿lesson,noun,,,,"Lés, lição. Cír. fas, fres.",lição,,161.0
Leste,leste,pronto,ready,adjective,,,,"Leste, lestes, prompto. Les-temente, lestamente.",pronto,,161.0
lestes,lestes,pronto,ready,adjective,,,,"Leste, lestes, prompto. Les-temente, lestamente.",pronto,,161.0
Lestemente,lestemente,prontamente,readily,adverb,,,,,prontamente,,
Léte,leːte,leite,milk,noun,,,,"Léte, leite.",leite,,161.0
Létar,leːtaɾ,carta,letter,noun,English,,,"Letter (pron. létar\ léttera, lettra; carta.— Ingl. letter.",carta,,161.0
létera,leːteɾa,carta,letter,noun,English,,,"Letter (pron. létar\ léttera, lettra; carta.— Ingl. letter.",carta,,161.0
letra,letɾa,carta,letter,noun,English,,,"Letter (pron. létar\ léttera, lettra; carta.— Ingl. letter.",carta,,161.0
Levadura,leʋaduɾa,fermento,leaven,noun,,,,"Levadura, fermento.",fermento,,161.0
Leve,leʋe,"leve, fácil","light, easy",adjective,,,,"Leve, leve; fácil.","leve, fácil",,161.0
Levedação,leʋedasaːo,"levedação, fermento","leavening, yeast",noun,,,,"Levedação, levedado, leve-dação; fermento.","levedação, fermento",,161.0
levedado,leʋedado,"levedação, fermento","leavening, yeast",noun,,,,"Levedação, levedado, leve-dação; fermento.","levedação, fermento",,161.0
Leventà,leʋentaː,levantar,raise,verb,,,,"Leventà [Br. i), levantar. V. lantá.",levantar,,161.0
Lichim,lit̠ʃim,"plano, nivelado","flat, level",adjective,Malay,,,"Lichím, plano, nivelado. Mal.","plano, nivelado",,161.0
Limita,limita,limite,limit,noun,,,,"Limita, limito, limite. Mais us. niniita.",limite,,161.0
limito,limito,limite,limit,noun,,,,"Limita, limito, limite. Mais us. niniita.",limite,,161.0
Lingareiro,lingaɾeiɾo,"linguareiro, difamador, detrator","slanderer, detractor",adjective,,,,"Lingareiro, lingerero (^«), linguareiro; diffamador, detractor.","linguareiro; diffamador, detractor",,161.0
lingerero,lind̠ʒeɾeɾo,"linguareiro, difamador, detrator","slanderer, detractor",adjective,,,,"Lingareiro, lingerero (^«), linguareiro; diffamador, detractor.","linguareiro; diffamador, detractor",,161.0
Lingo,lingo,língua,tongue,noun,"Diu creole, Macao creole",,,"Lingo, lingua. Dial. divmac. Cfr. lego.",lingua,,161.0
Linguerção,lingeɾsaːo,"difamação, detração, calúnia","defamation, detraction, slander",noun,,,,"Linguerção, lingersan (o-ji), linguarçan {Br. 2), diffa-mação, detracção, calumnia.","diffamação, detração, calúnia",,161.0
lingersan,lind̠ʒeɾsan,"difamação, detração, calúnia","defamation, detraction, slander",noun,,,,"Linguerção, lingersan (o-ji), linguarçan {Br. 2), diffa-mação, detracção, calumnia.","diffamação, detração, calúnia",,161.0
linguarçan,linguaɾsan,"difamação, detração, calúnia","defamation, detraction, slander",noun,,,,"Linguerção, lingersan (o-ji), linguarçan {Br. 2), diffa-mação, detracção, calumnia.","diffamação, detração, calúnia",,161.0
Linhos,liɲos,filhinhos,little children,noun,,,,"Linhos {Br. i), filhinhos (das aves). Cfr. sinho, vichelei.",filhinhos,,161.0
Liverdade,liʋeɾdade,liberdade,freedom,noun,,,,"Li verdade, livradade {Br. 2), liberdade (t. us.). — De livre.",liberdade,,161.0
livradade,liʋɾadade,liberdade,freedom,noun,,,,"Li verdade, livradade {Br. 2), liberdade (t. us.). — De livre.",liberdade,,161.0
Livrança,liʋɾansa,libertação,liberation,noun,,,,"Livrança, livrancè, livra-ção, livramento; libertação.",libertação,,161.0
livrancè,liʋɾanseː,libertação,liberation,noun,,,,"Livrança, livrancè, livra-ção, livramento; libertação.",libertação,,161.0
livração,liʋɾasaːo,libertação,liberation,noun,,,,"Livrança, livrancè, livra-ção, livramento; libertação.",libertação,,161.0
Ló,loː,logo,then,adverb,"Cochin creole, Mangalor creole",,,"Ló, logo: partic. dofut. positivo. Lodia, logo devia: partic. do cond. positivo. Dial. cochmangmac, de Coraçáo.",logo,,161.0
Lodia,lodia,logo devia,then it should,adverb,,,,,logo devia,,
Lodo,lodo,"sonda, prumo","probe, plumb",noun,Dutch,,,"Lodo, sonda, prumo. — Holl. lood.","sonda, prumo",,161.0
Logarmésmo,logaɾmeːzmo,no mesmo lugar,in the same place,adverb,,,,"Logarmésmo, no mesmo logar.",no mesmo logar,,161.0
Loiros,lojɾos,cueiros,napkin liners,noun,,Old Portuguese,,"Loiros, cueiros.—Port.arch. outeiros (do lat. culus)}",cueiros,,161.0
Loità,lojtaː,lutar,fight,verb,,Old Portuguese,,"Loità, luctar. Loitamento, loitança, lucta; briga. — Luy-tar: port. arch.; luitar: no Minho.",luctar,,161.0
Loitamento,lojtamento,"luta, briga",fight,noun,,,,,"luta, briga",,
loitança,lojtansa,"luta, briga",fight,noun,,,,,"luta, briga",,
Loser,lozeɾ,"serei, serás","I will be, you will be",verb,,,,"Loser, serei, serás, etc.","serei, serás",,161.0
Louvro,louʋɾo,louvor,praise,noun,,,,"Louvro, louvor (mais us.).",louvor,,161.0
Lovà,loʋaː,louvar,praise,verb,,,,"Lovà, louvar (mais us.).",louvar,,161.0
Lugàra,lugaːɾa,lugar,place,noun,,,,"Lugàra, Ingàrè, Ingària {Br. 1), logar (t. us.). Lugar-gosto, logar gostoso.",logar,,161.0
Iugàrè,iugaːɾeː,lugar,place,noun,,,,"Lugàra, Ingàrè, Ingària {Br. 1), logar (t. us.). Lugar-gosto, logar gostoso.",logar,,161.0
Iugària,iugaːɾia,lugar,place,noun,,,,"Lugàra, Ingàrè, Ingària {Br. 1), logar (t. us.). Lugar-gosto, logar gostoso.",logar,,161.0
Lugar-gosto,lugaɾ gosto,lugar gostoso,enjoyable place,noun,,,,,logar gostoso,,
Luguéra,lugeːɾa,aluguer,rental,verb,,,,"Lugéra {gu), aluguer.",aluguer,,161.0
Luma,luma,lua,moon,noun,,,,"Luma {Br. 2), lua.",lua,,161.0
Lumár,lumaːɾ,"luar, lua","moonlight, moon",noun,,,,"Lumár, lumára (mais us.), lumarè, luar; lua (desus.). Lu-mado, aluado, lunático.","luar, lua",,161.0
lumára,lumaːɾa,"luar, lua","moonlight, moon",noun,,,,"Lumár, lumára (mais us.), lumarè, luar; lua (desus.). Lu-mado, aluado, lunático.","luar, lua",,161.0
lumaré,lumaɾeː,"luar, lua","moonlight, moon",noun,,,,"Lumár, lumára (mais us.), lumarè, luar; lua (desus.). Lu-mado, aluado, lunático.","luar, lua",,161.0
Lumado,lumado,aluado,moonstruck,adjective,,,,,aluado,,
Lumià,lumiaː,"nomear, mencionar","name, mention",verb,,Old Portuguese,,"Lnmià, nomear, mencionar. — Lomear: port. arch.","nomear, mencionar",,161.0
